T, time, time_on_pso, time_on_solver, status
2.502,0.101,0.075,0.026,0
2.432,0.202,0.075,0.127,-5
2.508,0.130,0.075,0.055,-5
1.697,0.210,0.075,0.135,-5
2.689,0.438,0.075,0.363,-5
2.358,0.102,0.076,0.026,0
2.557,0.184,0.075,0.109,0
2.791,0.105,0.075,0.030,0
1.982,0.095,0.075,0.020,0
1.899,0.103,0.075,0.028,0
2.617,0.103,0.075,0.028,0
2.911,0.106,0.075,0.031,0
2.579,0.165,0.075,0.090,-5
2.214,0.223,0.076,0.147,0
2.146,0.095,0.075,0.020,0
2.348,0.106,0.075,0.031,0
1.993,0.102,0.074,0.028,0
2.318,0.207,0.075,0.132,0
2.529,0.093,0.075,0.018,0
2.776,0.105,0.075,0.030,0
1.765,0.097,0.075,0.022,0
2.294,0.106,0.075,0.031,0
2.807,0.101,0.075,0.026,0
2.335,0.102,0.074,0.028,0
2.308,0.107,0.075,0.032,0
2.987,0.316,0.075,0.241,-5
1.136,0.113,0.075,0.038,0
2.875,0.106,0.075,0.031,0
2.525,0.106,0.074,0.032,0
2.569,0.092,0.075,0.017,0
2.035,0.120,0.075,0.045,0
2.475,0.160,0.077,0.083,-5
2.215,0.134,0.087,0.047,0
1.892,0.101,0.076,0.025,0
2.828,0.336,0.075,0.261,-5
2.058,0.116,0.075,0.041,0
2.548,0.096,0.075,0.021,0
2.494,0.094,0.075,0.019,0
2.539,0.458,0.075,0.383,-5
2.592,0.102,0.073,0.029,0
2.766,0.103,0.075,0.028,0
2.170,0.103,0.074,0.029,0
2.845,0.108,0.078,0.030,0
2.552,0.106,0.075,0.031,0
1.882,0.093,0.075,0.018,0
2.727,0.104,0.075,0.029,0
2.523,0.102,0.075,0.027,0
2.406,0.108,0.075,0.033,0
1.717,0.098,0.075,0.023,0
2.424,0.101,0.075,0.026,0
2.531,0.106,0.075,0.031,0
2.514,0.109,0.075,0.034,0
2.276,0.106,0.080,0.026,0
2.256,0.222,0.075,0.147,-5
1.551,0.112,0.075,0.037,0
2.271,0.103,0.074,0.029,0
2.636,0.100,0.075,0.025,0
3.149,0.113,0.074,0.039,0
2.761,0.096,0.075,0.021,0
2.839,0.100,0.075,0.025,0
2.673,0.101,0.075,0.026,0
2.538,0.098,0.078,0.020,0
2.393,0.103,0.075,0.028,0
2.577,0.104,0.075,0.029,0
2.802,0.098,0.075,0.023,0
2.202,0.104,0.075,0.029,0
2.469,0.103,0.074,0.029,0
2.647,0.103,0.075,0.028,0
2.890,0.194,0.075,0.119,-5
2.362,0.237,0.076,0.161,-5
2.980,0.182,0.075,0.107,0
2.430,0.096,0.075,0.021,0
2.691,0.117,0.075,0.042,0
2.612,0.227,0.075,0.152,0
1.779,0.104,0.075,0.029,0
2.688,0.113,0.075,0.038,0
2.124,0.118,0.075,0.043,0
2.847,0.101,0.075,0.026,0
2.183,0.100,0.075,0.025,0
1.894,0.104,0.075,0.029,0
2.345,0.102,0.075,0.027,0
2.192,0.099,0.075,0.024,0
2.917,0.178,0.075,0.103,0
2.684,0.154,0.075,0.079,-5
2.888,0.103,0.075,0.028,0
2.515,0.108,0.075,0.033,0
1.688,0.108,0.075,0.033,0
2.494,0.093,0.075,0.018,0
2.564,0.132,0.075,0.057,-5
2.144,0.097,0.075,0.022,0
0.822,0.105,0.075,0.030,0
2.870,0.156,0.075,0.081,-5
2.522,0.096,0.075,0.021,0
2.762,0.102,0.075,0.027,0
2.085,0.103,0.075,0.028,0
2.188,0.107,0.075,0.032,0
2.127,0.101,0.075,0.026,0
2.615,0.293,0.074,0.219,-5
2.464,0.101,0.074,0.027,0
2.735,0.103,0.075,0.028,0
