T, time, status
3.335,0.769,-5
4.089,0.087,-5
3.370,0.724,-5
3.373,0.813,-5
2.686,0.163,0
3.226,0.787,-5
3.949,0.801,-5
3.931,0.107,0
3.459,0.351,0
4.309,0.111,0
2.742,0.081,0
4.085,1.025,-5
3.246,0.100,0
3.976,0.744,-5
3.013,0.214,-5
3.420,0.786,-5
3.667,0.254,0
2.713,0.783,-5
3.969,0.888,-5
4.028,0.334,-5
3.045,0.087,0
3.587,0.924,-5
4.093,0.244,-5
3.255,0.068,-5
3.535,0.150,0
3.490,0.837,-5
3.002,0.794,-5
3.413,0.094,0
3.784,0.832,-5
4.194,0.710,-5
4.251,0.097,0
3.985,0.836,-5
3.551,0.727,-5
3.110,0.099,0
3.328,0.768,-5
3.334,0.191,-5
4.067,0.762,-5
2.507,0.096,0
2.667,0.074,0
3.787,0.085,-5
3.155,0.157,0
3.005,0.101,0
2.830,0.089,0
4.306,0.133,-5
3.443,0.416,-5
3.707,0.139,-5
3.424,0.422,0
4.146,0.868,-5
4.046,0.738,-5
2.211,0.255,0
3.329,0.098,-5
2.836,0.597,-5
3.569,0.751,-5
2.830,0.079,0
3.682,0.078,-5
3.341,0.111,0
3.566,0.810,-5
3.064,0.090,0
3.203,0.690,-5
2.270,0.196,-5
3.046,0.091,-5
3.730,0.735,-5
4.132,0.744,-5
3.781,0.703,-5
2.483,0.067,0
3.769,0.188,0
3.725,0.100,0
3.240,0.128,-5
3.365,0.104,0
2.868,0.078,0
2.511,0.069,0
3.531,0.743,-5
1.936,0.073,0
2.805,0.220,0
2.480,0.084,0
2.786,0.623,-5
4.217,0.957,-5
3.179,0.773,-5
2.177,0.103,-5
2.700,0.068,0
3.609,0.073,0
2.664,0.073,0
2.644,0.118,-5
3.084,0.082,0
4.059,0.616,-5
3.275,0.513,-5
2.481,0.239,0
4.564,0.696,-5
4.447,0.949,-5
3.366,0.091,-5
3.446,0.718,-5
3.657,0.831,-5
3.784,0.762,-5
3.824,0.343,0
3.400,0.110,0
3.878,0.766,-5
3.191,0.081,0
3.599,0.201,-5
3.481,0.735,-5
3.314,0.877,-5
2.718,0.144,-5
2.229,0.096,0
3.633,0.885,-5
4.202,0.320,-5
3.497,0.727,-5
2.542,0.255,-5
3.166,0.666,-5
3.242,0.892,-5
3.413,0.655,-5
2.671,0.203,0
3.773,0.894,-5
4.084,0.775,-5
2.791,0.084,0
3.380,0.088,0
3.488,0.287,0
3.774,0.258,0
3.607,0.741,-5
3.315,0.459,0
3.367,0.783,-5
2.558,0.092,0
3.231,0.082,0
3.206,0.289,0
3.342,0.891,-5
4.304,0.719,-5
3.312,0.112,0
1.884,0.600,-5
3.314,0.086,0
3.546,0.066,0
3.042,0.070,0
3.310,0.062,0
3.466,0.889,-5
3.300,0.129,0
3.693,0.816,-5
3.200,0.099,0
3.700,0.811,-5
3.822,0.493,-5
2.650,0.081,0
3.063,0.100,0
4.185,0.878,-5
4.067,0.096,-5
3.630,0.673,-5
2.502,0.234,-5
2.775,0.872,-5
3.978,0.093,-5
3.527,0.098,-5
3.963,0.443,0
2.805,0.074,0
4.215,0.791,-5
3.530,0.102,-5
3.921,0.667,-5
